C4BE84	Texas Instruments.
00C01E	LA FRANCAISE DES JEUX
0003E2	Comspace Corporation
C4824E	Changzhou Uchip Electronics Co., LTD.
001923	Phonex Korea Co., LTD.
000DF3	Asmax Solutions
84948C	Hitron Technologies. Inc
000632	Mesco Engineering GmbH
4083DE	Zebra Technologies Inc
000BB3	RiT technologies Ltd.
A0F217	GE Medical System(China) Co., Ltd.
44700B	IFFU
B0C95B	Beijing Symtech CO.,LTD
0023C1	Securitas Direct AB
00203A	DIGITAL BI0METRICS INC.
000901	Shenzhen Shixuntong Information & Technoligy Co
6C9989	Cisco
68AE20	Apple
E05597	Emergent Vision Technologies Inc.
001F12	Juniper Networks
001F47	MCS Logic Inc.
10AF78	Shenzhen ATUE Technology Co., Ltd
C0DC6A	Qingdao Eastsoft Communication Technology Co.,LTD
000A03	ENDESA SERVICIOS, S.L.
C40E45	ACK Networks,Inc.
001143	Dell Inc
001E26	Digifriends Co. Ltd
0071CC	Hon Hai Precision Ind. Co.,Ltd.
000976	Datasoft ISDN Systems GmbH
400107	Arista Corp
00156B	Perfisans Networks Corp.
000034	NETWORK RESOURCES CORPORATION
001BDF	Iskra Sistemi d.d.
0040BE	BOEING DEFENSE & SPACE
54FA3E	Samsung Electronics Co.,LTD
000DC9	THALES Elektronik Systeme GmbH
6C81FE	Mitsuba Corporation
0026B8	Actiontec Electronics, Inc
000252	Carrier Corporation
AC8D14	Smartrove Inc
749050	Renesas Electronics Corporation
001174	Wibhu Technologies, Inc.
000176	Orient Silver Enterprises
0024A5	Buffalo Inc.
485929	LG Electronics
7CD30A	INVENTEC Corporation
6064A1	RADiflow Ltd.
002357	Pitronot Technologies and Engineering P.T.E. Ltd.
003086	Transistor Devices, Inc.
643AB1	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
0017AA	elab-experience inc.
0050DF	AirFiber, Inc.
003019	CISCO SYSTEMS, INC.
000C5A	IBSmm Embedded Electronics Consulting
000A82	TATSUTA SYSTEM ELECTRONICS CO.,LTD.
000066	TALARIS SYSTEMS, INC.
001EFB	Trio Motion Technology Ltd
985D46	PeopleNet Communication
E0CF2D	Gemintek Corporation
908D6C	Apple
286046	Lantech Communications Global, Inc.
B0A72A	Ensemble Designs, Inc.
001C09	SAE Electronic Co.,Ltd.
000A55	MARKEM Corporation
D4507A	CEIVA Logic, Inc
BC4B79	SensingTek
001F05	iTAS Technology Corp.
00C0A6	EXICOM AUSTRALIA PTY. LTD
000AE9	AirVast Technology Inc.
00094A	Homenet Communications
00BAC0	Biometric Access Company
000509	AVOC Nishimura Ltd.
001481	Multilink Inc
BC6B4D	Alcatel-Lucent
FC8399	Avaya, Inc
00E09D	SARNOFF CORPORATION
0016A4	Ezurio Ltd
18F145	NetComm Wireless Limited
00D0C9	ADVANTECH CO., LTD.
00210E	Orpak Systems L.T.D.
CC03FA	Technicolor CH USA
0006DE	Flash Technology
001BF5	Tellink Sistemas de Telecomunicaci贸n S.L.
000992	InterEpoch Technology,INC.
000995	Castle Technology Ltd
F07BCB	Hon Hai Precision Ind. Co.,Ltd.
D4EE07	HIWIFI Co., Ltd.
000033	EGAN MACHINERY COMPANY
A41875	CISCO SYSTEMS, INC.
001EA0	XLN-t
00002E	SOCIETE EVIRA
001633	Oxford Diagnostics Ltd.
6869F2	ComAp s.r.o.
001AA7	Torian Wireless
001C10	Cisco-Linksys, LLC
DC3C2E	Manufacturing System Insights, Inc.
000AE5	ScottCare Corporation
84262B	Alcatel-Lucent
304174	ALTEC LANSING LLC
001816	Ubixon Co., Ltd.
6C9CE9	Nimble Storage
001023	Network Equipment Technologies
7073CB	Apple
001781	Greystone Data System, Inc.
00068B	AirRunner Technologies, Inc.
001036	INTER-TEL INTEGRATED SYSTEMS
00178C	Independent Witness, Inc
001767	Earforce AS
00130F	EGEMEN Bilgisayar Muh San ve Tic LTD STI
080026	NORSK DATA A.S.
001F7B	TechNexion Ltd.
0023CE	KITA DENSHI CORPORATION
000D52	Comart system
000CB6	NANJING SEU MOBILE & INTERNET TECHNOLOGY CO.,LTD
002587	Vitality, Inc.
9C77AA	NADASNV
0012E8	Fraunhofer IMS
001BA1	脜mic AB
0060C0	Nera Networks AS
5869F9	Fusion Transactive Ltd.
EC473C	Redwire, LLC
0001EE	Comtrol Europe, Ltd.
001B94	T.E.M.A. S.p.A.
001727	Thermo Ramsey Italia s.r.l.
581FEF	Tuttnaer LTD
600292	PEGATRON CORPORATION
0492EE	iway AG
C03D46	Shanghai Mochui Network Technology Co., Ltd
E07F88	EVIDENCE Network SIA
D4AE52	Dell Inc
001869	KINGJIM
001BC1	HOLUX Technology, Inc.
0022C3	Zeeport Technology Inc.
002074	SUNGWOON SYSTEMS
14DB85	S NET MEDIA
3CEA4F	2Wire
000CFA	Digital Systems Corp
00A00F	Broadband Technologies
5C5948	Apple
0003D2	Crossbeam Systems, Inc.
D0D286	Beckman Coulter K.K.
C44567	SAMBON PRECISON and ELECTRONICS
002279	Nippon Conlux Co., Ltd.
0018BA	CISCO SYSTEMS, INC.
08004A	BANYAN SYSTEMS INC.
001F42	Etherstack plc
C0DF77	Conrad Electronic SE
90DA6A	FOCUS H&S Co., Ltd.
B43934	Pen Generations, Inc.
001C8E	Alcatel-Lucent IPD
CCD29B	Shenzhen Bopengfa Elec&Technology CO.,Ltd
0080AE	HUGHES NETWORK SYSTEMS
001007	CISCO SYSTEMS, INC.
E0143E	Modoosis Inc.
00179C	DEPRAG SCHULZ GMBH u. CO.
000A27	Apple
9803A0	ABB n.v. Power Quality Products
0004E7	Lightpointe Communications, Inc
00C0CC	TELESCIENCES CO SYSTEMS, INC.
003067	BIOSTAR MICROTECH INTL CORP.
001474	K40 Electronics
000FF4	Guntermann & Drunck GmbH
1CEEE8	Ilshin Elecom
00E017	EXXACT GmbH
00504E	SIERRA MONITOR CORP.
2CE871	Alert Metalguard ApS
A0423F	Tyan Computer Corp
000701	RACAL-DATACOM
002122	Chip-pro Ltd.
A88CEE	MicroMade Galka i Drozdz sp.j.
0008B8	E.F. Johnson
0025D1	Eastern Asia Technology Limited
40A6A4	PassivSystems Ltd
F0BCC8	MaxID (Pty) Ltd
1422DB	eero inc.
00C074	TOYODA AUTOMATIC LOOM
080C0B	SysMik GmbH Dresden
0001E0	Fast Systems, Inc.
000601	Otanikeiki Co., Ltd.
283737	Apple
000FBD	MRV Communications (Networks) LTD
0001FF	Data Direct Networks, Inc.
E005C5	TP-LINK Technologies Co.,Ltd.
0008EE	Logic Product Development
00308C	Quantum Corporation
0003A3	MAVIX, Ltd.
0040F8	SYSTEMHAUS DISCOM
0000C6	EON SYSTEMS
001315	SONY Computer Entertainment inc,
00078C	Elektronikspecialisten i Borlange AB
C8AE9C	Shanghai TYD Elecronic Technology Co. Ltd
001AFF	Wizyoung Tech.
5CF9F0	Atomos Engineering P/L
0002E7	CAB GmbH & Co KG
001DA7	Seamless Internet
28E6E9	SIS Sat Internet Services GmbH
A06518	VNPT TECHNOLOGY
9439E5	Hon Hai Precision Ind. Co.,Ltd.
442938	NietZsche enterprise Co.Ltd.
0024B5	Nortel Networks
001241	a2i marketing center
001FE8	KURUSUGAWA Electronics Industry Inc,.
008057	ADSOFT, LTD.
50C006	Carmanah Signs
00161D	Innovative Wireless Technologies, Inc.
001A3C	Technowave Ltd.
001FAE	Blick South Africa (Pty) Ltd
001066	ADVANCED CONTROL SYSTEMS, INC.
0020B4	TERMA ELEKTRONIK AS
00238D	Techno Design Co., Ltd.
4CC602	Radios, Inc.
003049	BRYANT TECHNOLOGY, LTD.
A4F7D0	LAN Accessories Co., Ltd.
3CFDFE	Intel Corporate
00195F	Valemount Networks Corporation
08007F	CARNEGIE-MELLON UNIVERSITY
000751	m-u-t AG
0462D7	ALSTOM HYDRO FRANCE
00246D	Weinzierl Engineering GmbH
0008A6	Multiware & Image Co., Ltd.
001936	STERLITE OPTICAL TECHNOLOGIES LIMITED
000F06	Nortel Networks
000F60	Lifetron Co.,Ltd
0024D6	Intel Corporate
00271C	MERCURY CORPORATION
001DA6	Media Numerics Limited
0009C0	6WIND
68A0F6	Huawei Technologies Co., Ltd
0025D8	KOREA MAINTENANCE
2C8065	HARTING Inc. of North America
E0E751	Nintendo Co., Ltd.
00183E	Digilent, Inc
D4D184	ADB Broadband Italia
8833BE	Ivenix, Inc.
00179D	Kelman Limited
001091	NO WIRES NEEDED BV
080046	Sony Corporation
001D63	Miele & Cie. KG
BCC23A	Thomson Video Networks
240917	Devlin Electronics Limited
000507	Fine Appliance Corp.
000726	Shenzhen Gongjin Electronics Co., Ltd.
000F5F	Nicety Technologies Inc. (NTS)
104A7D	Intel Corporate
00D061	TREMON ENTERPRISES CO., LTD.
00001F	Telco Systems, Inc.
F42896	SPECTO PAINEIS ELETRONICOS LTDA
00C0B7	AMERICAN POWER CONVERSION CORP
449CB5	Alcomp, Inc
0015F0	EGO BV
001843	Dawevision Ltd
7415E2	Tri-Sen Systems Corporation
000251	Soma Networks, Inc.
000A5F	almedio inc.
000D3A	Microsoft Corp.
000E5F	activ-net GmbH & Co. KG
04180F	Samsung Electronics Co.,Ltd
001E9D	Recall Technologies, Inc.
185AE8	Zenotech.Co.,Ltd
001B35	ChongQing JINOU Science & Technology Development CO.,Ltd
00201C	EXCEL, INC.
00309C	Timing Applications, Inc.
001F15	Bioscrypt Inc
001FAD	Brown Innovations, Inc
00B0F0	CALY NETWORKS
001AA1	CISCO SYSTEMS, INC.
0092FA	SHENZHEN WISKY TECHNOLOGY CO.,LTD
000C70	ACC GmbH
000427	CISCO SYSTEMS, INC.
0009DD	Mavin Technology Inc.
0C4885	LG Electronics
00189E	OMNIKEY GmbH.
0026D0	Semihalf
D82986	Best Wish Technology LTD
001BF8	Digitrax Inc.
00057F	Acqis Technology
9CF61A	UTC Fire and Security
001788	Philips Lighting BV
00028B	VDSL Systems OY
002566	Samsung Electronics Co.,Ltd
B4F323	PETATEL INC.
506A03	Netgear
789ED0	Samsung Electronics
0024E8	Dell Inc.
2C922C	Kishu Giken Kogyou Company Ltd,.
7C669D	Texas Instruments
00149D	Sound ID Inc.
0022A9	LG Electronics Inc
0060C8	KUKA WELDING SYSTEMS & ROBOTS
001B6E	Anue Systems, Inc.
001F10	TOLEDO DO BRASIL INDUSTRIA DE BALANCAS  LTDA
080032	TIGAN INCORPORATED
001C01	ABB Oy Drives
D8B377	HTC Corporation
54115F	Atamo Pty Ltd
CC5D57	Information  System Research Institute,Inc.
0019B4	Intellio Ltd
848433	Paradox Engineering SA
00905F	CISCO SYSTEMS, INC.
0014A7	Nokia Danmark A/S
001B96	General Sensing
001D9F	MATT   R.P.Traczynscy Sp.J.
00222A	SoundEar A/S
001114	EverFocus Electronics Corp.
000A51	GyroSignal Technology Co., Ltd.
000AAC	TerraTec Electronic GmbH
00D075	ALARIS MEDICAL SYSTEMS, INC.
80BE05	Apple
0014A3	Vitelec BV
000630	Adtranz Sweden
F8A03D	Dinstar Technologies Co., Ltd.
0007E1	WIS Communications Co. Ltd.
00132F	Interactek
001B0D	CISCO SYSTEMS, INC.
001C36	iNEWiT NV
00E019	ING. GIORDANO ELETTRONICA
001DFD	Nokia Danmark A/S
0003F6	Allegro Networks, Inc.
34A55D	TECHNOSOFT INTERNATIONAL SRL
0004B6	Stratex Networks, Inc.
F4CE46	Hewlett-Packard Company
E437D7	HENRI DEPAEPE S.A.S.
0014C3	Seagate Technology
002598	Zhong Shan City Litai Electronic Industrial Co. Ltd
7C0A50	J-MEX Inc.
74A34A	ZIMI CORPORATION
001AEA	Radio Terminal Systems Pty Ltd
00146F	Kohler Co
000CAA	Cubic Transportation Systems Inc
00033E	Tateyama System Laboratory Co., Ltd.
24B88C	Crenus Co.,Ltd.
0030E6	Draeger Medical Systems, Inc.
00E008	AMAZING CONTROLS! INC.
006089	XATA
ECE2FD	SKG Electric Group(Thailand) Co., Ltd.
0007AD	Pentacon GmbH Foto-und Feinwerktechnik
F45FD4	Cisco SPVTG
001D71	CISCO SYSTEMS, INC.
001372	Dell Inc
207C8F	Quanta Microsystems,Inc.
5846E1	Baxter Healthcare
0004F9	Xtera Communications, Inc.
B87AC9	Siemens Ltd.
002522	ASRock Incorporation
00169A	Quadrics Ltd
001A25	DELTA DORE
E874E6	ADB BROADBAND ITALIA
0005D6	L-3 Linkabit
0017EE	ARRIS Group, Inc.
E8802E	Apple
547398	Toyo Electronics Corporation
000F6E	BBox
64A232	OOO Samlight
0019B1	Arrow7 Corporation
000E9B	Ambit Microsystems Corporation
00059F	Yotta Networks, Inc.
84F493	OMS spol. s.r.o.
74E424	APISTE CORPORATION
000D44	Audio BU - Logitech
001B73	DTL Broadcast Ltd
0090FC	NETWORK COMPUTING DEVICES
0010BF	InterAir Wireless
5027C7	TECHNART Co.,Ltd
BC6E76	Green Energy Options Ltd
0025EE	Avtex Ltd
00E0B4	TECHNO SCOPE CO., LTD.
000E1D	ARION Technology Inc.
986DC8	TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION
00B02D	ViaGate Technologies, Inc.
001638	TECOM Co., Ltd.
C4E17C	U2S co.
2CE2A8	DeviceDesign
90B686	Murata Manufacturing Co., Ltd.
701124	Apple
000BD0	XiMeta Technology Americas Inc.
002364	Power Instruments Pte Ltd
3499D7	Universal Flow Monitors, Inc.
D854A2	Aerohive Networks Inc.
8CC121	Panasonic Corporation AVC Networks Company
180373	Dell Inc
28B0CC	Xenya d.o.o.
002061	GarrettCom, Inc.
E09467	Intel Corporate
000CFE	Grand Electronic Co., Ltd
001203	ActivNetworks
000C21	Faculty of Science and Technology, Keio University
002013	DIVERSIFIED TECHNOLOGY, INC.
00156C	SANE SYSTEM CO., LTD
30DE86	Cedac Software S.r.l.
0022B9	Analogix Seminconductor, Inc
0060EF	FLYTECH TECHNOLOGY CO., LTD.
002160	Hidea Solutions Co. Ltd.
000BA5	Quasar Cipta Mandiri, PT
000DD9	Anton Paar GmbH
000225	One Stop Systems
000B4F	Verifone, INC.
00219F	SATEL OY
784859	Hewlett Packard
00153E	Q-Matic Sweden AB
E0A30F	Pevco
000B39	Keisoku Giken Co.,Ltd.
28CBEB	One
001689	Pilkor Electronics Co., Ltd
3CAA3F	iKey, Ltd.
00015B	ITALTEL S.p.A/RF-UP-I
001EF1	Servimat
00204F	DEUTSCHE AEROSPACE AG
0026CB	CISCO SYSTEMS, INC.
584CEE	Digital One Technologies, Limited
002129	Cisco-Linksys, LLC
C84544	Shanghai Enlogic Electric Technology Co., Ltd.
2C8A72	HTC Corporation
BCEC23	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
000E93	Mil茅nio 3 Sistemas Electr贸nicos, Lda.
0004D7	Omitec Instrumentation Ltd.
0091FA	Synapse Product Development
0012FA	THX LTD
0010FE	DIGITAL EQUIPMENT CORPORATION
00080D	Toshiba
004031	KOKUSAI ELECTRIC CO., LTD
640F28	2wire
F897CF	DAESHIN-INFORMATION TECHNOLOGY CO., LTD.
001104	TELEXY
001A5F	KitWorks.fi Ltd.
7C94B2	Philips Healthcare PCCI
246511	AVM GmbH
000ADB	SkyPilot Network, Inc
44C15C	Texas Instruments
0001AE	Trex Enterprises
0008CB	Zeta Broadband Inc.
0030A7	SCHWEITZER ENGINEERING
006005	FEEDBACK DATA LTD.
000AD4	CoreBell Systems Inc.
00A04C	INNOVATIVE SYSTEMS & TECHNOLOGIES, INC.
A8574E	TP-LINK TECHNOLOGIES CO.,LTD.
C8A1BA	Neul Ltd
0008F7	Hitachi Ltd, Semiconductor & Integrated Circuits Gr
000624	Gentner Communications Corp.
00406E	COROLLARY, INC.
00E0A6	TELOGY NETWORKS, INC.
001512	Zurich University of Applied Sciences
A4B818	PENTA Gesellschaft f眉r elektronische Industriedatenverarbeitung mbH
002343	TEM AG
F8DAF4	Taishan Online Technology Co., Ltd.
142DF5	Amphitech
0021D2	Samsung Electronics Co.,Ltd
3C8375	Microsoft Corporation
0000F6	APPLIED MICROSYSTEMS CORP.
004042	N.A.T. GMBH
00173E	LeucotronEquipamentos Ltda.
000137	IT Farm Corporation
0016D3	Wistron Corporation
0004E0	Procket Networks
000714	Brightcom
0001C8	THOMAS CONRAD CORP.
4001C6	3COM EUROPE LTD
002062	SCORPION LOGIC, LTD.
F4B6E5	TerraSem Co.,Ltd
708D09	Nokia Corporation
FC4B1C	INTERSENSOR S.R.L.
0025D0	Nokia Danmark A/S
004002	PERLE SYSTEMS LIMITED
BC4DFB	Hitron Technologies. Inc
000E38	CISCO SYSTEMS, INC.
0014EE	Western Digital Technologies, Inc.
000015	DATAPOINT CORPORATION
001ADF	Interactivetv Pty Limited
E8EA6A	StarTech.com
64200C	Apple
645DD7	Shenzhen Lifesense Medical Electronics Co., Ltd.
00186A	Global Link Digital Technology Co,.LTD
000FD1	Applied Wireless Identifications Group, Inc.
000007	XEROX CORPORATION
0019C1	Alps Electric Co., Ltd
0026FD	Interactive Intelligence
00C09B	RELIANCE COMM/TEC, R-TEC
001DC7	L-3 Communications Geneva Aerospace
149FE8	Lenovo Mobile Communication Technology Ltd.
000DDA	ALLIED TELESIS K.K.
0023EF	Zuend Systemtechnik AG
74F726	Neuron Robotics
001887	Metasystem SpA
9C80DF	Arcadyan Technology Corporation
C0C1C0	Cisco-Linksys, LLC
00060B	Artesyn Embedded Technologies
005003	Xrite Inc
CC29F5	Apple
00C0D6	J1 SYSTEMS, INC.
68C90B	Texas Instruments
64899A	LG Electronics
00A051	ANGIA COMMUNICATIONS. INC.
0000B6	MICRO-MATIC RESEARCH
005054	CISCO SYSTEMS, INC.
94049C	HUAWEI TECHNOLOGIES CO.,LTD
003004	LEADTEK RESEARCH INC.
0007E2	Bitworks, Inc.
00049E	Wirelink Co., Ltd.
001EA6	Best IT World (India) Pvt. Ltd.
B467E9	Qingdao GoerTek Technology Co., Ltd.
D443A8	Changzhou Haojie Electric Co., Ltd.
D89341	General Electric Global Research
000216	CISCO SYSTEMS, INC.
002385	ANTIPODE
000BED	ELM Inc.
00400F	DATACOM TECHNOLOGIES
000727	Zi Corporation (HK) Ltd.
142971	NEMOA ELECTRONICS (HK) CO. LTD
000807	Access Devices Limited
0060CA	HARMONIC SYSTEMS INCORPORATED
68644B	Apple
18A905	Hewlett-Packard Company
4C9E80	KYOKKO ELECTRIC Co., Ltd.
183825	Wuhan Lingjiu High-tech Co.,Ltd.
001304	Flaircomm Technologies Co. LTD
000A0C	Scientific Research Corporation
0030BF	MULTIDATA GMBH
6854F5	enLighted Inc
00A059	HAMILTON HALLMARK
00E8AB	Meggitt Training Systems, Inc.
A8EF26	Tritonwave
002217	Neat Electronics
001FDA	Nortel Networks
14EB33	BSMediasoft Co., Ltd.
5C4A26	Enguity Technology Corp
001852	StorLink Semiconductors, Inc.
001DAE	CHANG TSENG TECHNOLOGY CO., LTD
0011AD	Shanghai Ruijie Technology
00A037	Mindray DS USA, Inc.
00165E	Precision I/O
000B22	Environmental Systems and Services
0080FB	BVM LIMITED
2021A5	LG Electronics Inc
54E6FC	TP-LINK TECHNOLOGIES CO., LTD.
0006D3	Alpha Telecom, Inc. U.S.A.
00112E	CEICOM
D8E56D	TCT Mobile Limited
D44F80	Kemper Digital GmbH
000993	Visteon Corporation
000B8D	Avvio Networks
003003	Phasys Ltd.
001172	COTRON CORPORATION
0011F4	woori-net
001117	CESNET
7CB77B	Paradigm Electronics Inc
000C9A	Hitech Electronics Corp.
00D09D	VERIS INDUSTRIES
4C64D9	Guangdong Leawin Group Co., Ltd
00C082	MOORE PRODUCTS CO.
441EA1	Hewlett-Packard Company
38580C	Panaccess Systems GmbH
AC3A7A	Roku
0060B6	LAND COMPUTER CO., LTD.
002354	ASUSTek COMPUTER INC.
0024B8	free alliance sdn bhd
000AD2	JEPICO Corporation
001A9C	RightHand Technologies, Inc.
001F55	Honeywell Security (China) Co., Ltd.
B8DAF1	Strahlenschutz- Entwicklungs- und Ausruestungsgesellschaft mbH
045FA7	Shenzhen Yichen Technology Development Co.,LTD
002233	ADB Broadband Italia
8C569D	Imaging Solutions Group
005096	SALIX TECHNOLOGIES, INC.
3480B3	XIAOMI INC
001F74	Eigen Development
001A26	Deltanode Solutions AB
0CE709	Fox Crypto B.V.
0003DA	Takamisawa Cybernetics Co., Ltd.
B0E892	SEIKO EPSON CORPORATION
000461	EPOX Computer Co., Ltd.
783D5B	TELNET Redes Inteligentes S.A.
581626	Avaya, Inc
001D26	Rockridgesound Technology Co.
F4068D	devolo AG
001C65	JoeScan, Inc.
AC583B	Human Assembler, Inc.
001DA2	CISCO SYSTEMS, INC.
18B79E	Invoxia
0013C7	IONOS Co.,Ltd.
00020B	Native Networks, Inc.
60CBFB	AirScape Inc.
000A65	GentechMedia.co.,ltd.
00054E	Philips
88C9D0	LG Electronics
002668	Nokia Danmark A/S
001BED	Brocade Communications Systems, Inc
00403E	RASTER OPS CORPORATION
002446	MMB Research Inc.
002134	Brandywine Communications
0040FC	IBR COMPUTER TECHNIK GMBH
00A078	Marconi Communications
985AEB	Apple, Inc.
000B1A	Industrial Defender, Inc.
742F68	Azurewave Technologies, Inc.
F4EC38	TP-LINK TECHNOLOGIES CO., LTD.
0003D3	Internet Energy Systems, Inc.
F835DD	Gemtek Technology Co., Ltd.
0000A3	NETWORK APPLICATION TECHNOLOGY
000B6D	SOLECTRON JAPAN NAKANIIDA
0004DC	Nortel Networks
08000E	NCR CORPORATION
DC6F08	Bay Storage Technology
00D04C	EUROTEL TELECOM LTD.
F45433	Rockwell Automation
000DFE	Hauppauge Computer Works, Inc.
000556	360 Systems
806007	RIM
000B63	Kaleidescape
70CA9B	CISCO SYSTEMS, INC.
002219	Dell Inc
001DB2	HOKKAIDO ELECTRIC ENGINEERING CO.,LTD.
00A030	CAPTOR NV/SA
000E44	Digital 5, Inc.
0009E6	Cyber Switching Inc.
00D062	DIGIGRAM
002291	CISCO SYSTEMS, INC.
00A05C	INVENTORY CONVERSION, INC./
4C2F9D	ICM Controls
0003F9	Pleiades Communications, Inc.
001C24	Formosa Wireless Systems Corp.
001BBD	FMC Kongsberg Subsea AS
0025BB	INNERINT Co., Ltd.
0006A0	Mx Imaging
38F8B7	V2COM PARTICIPACOES S.A.
00151F	Multivision Intelligent Surveillance (Hong Kong) Ltd
0012D1	Texas Instruments Inc
001DD7	Algolith
001628	Ultra Electronics Manufacturing and Card Systems
001FB2	Sontheim Industrie Elektronik GmbH
001D42	Nortel
445F7A	Shihlin Electric & Engineering Corp.
E8FCAF	NETGEAR INC.,
34E2FD	Apple
D01CBB	Beijing Ctimes Digital Technology Co., Ltd.
00509C	BETA RESEARCH
F46A92	SHENZHEN FAST TECHNOLOGIES CO.,LTD
68EBC5	Angstrem Telecom
58FCDB	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.
00040B	3com Europe Ltd.
549359	SHENZHEN TWOWING TECHNOLOGIES CO.,LTD.
0016D8	Senea AB
0022F7	Conceptronic
00C0AB	Telco Systems, Inc.
E091F5	NETGEAR
0012FE	Lenovo Mobile Communication Technology Ltd.
0020D6	BREEZECOM
00B06D	Jones Futurex Inc.
848F69	Dell Inc.
2CB05D	NETGEAR
2031EB	HDSN
64EB8C	Seiko Epson Corporation
001F06	Integrated Dispatch Solutions
EC3586	Apple
000F86	Research In Motion Limited
000779	Sungil Telecom Co., Ltd.
0025CC	Mobile Communications Korea Incorporated
004057	LOCKHEED - SANDERS
A42305	Open Networking Laboratory
0024B4	ESCATRONIC GmbH
001BDA	UTStarcom Inc
000611	Zeus Wireless, Inc.
0018B1	IBM Corp
00506E	CORDER ENGINEERING CORPORATION
00203E	LogiCan Technologies, Inc.
BCA9D6	Cyber-Rain, Inc.
000BA6	Miyakawa Electric Works Ltd.
444891	HDMI Licensing, LLC
0025A6	Central Network Solution Co., Ltd.
083F76	Intellian Technologies, Inc.
A4059E	STA Infinity LLP
28ED58	JAG Jakob AG
182C91	Concept Development, Inc.
78ABBB	Samsung Electronics Co.,LTD
00E0AF	GENERAL DYNAMICS INFORMATION SYSTEMS
00099F	VIDEX INC.
7446A0	Hewlett Packard
000480	Brocade Communications Systems, Inc
00150C	AVM GmbH
00091F	A&D Co., Ltd.
001742	FUJITSU LIMITED
000602	Cirkitech Electronics Co.
80D433	LzLabs GmbH
000982	Loewe Opta GmbH
50FEF2	Sify Technologies Ltd
1CFEA7	IDentytech Solutins Ltd.
88D7BC	DEP Company
4860BC	Apple
3822D6	H3C Technologies Co., Limited
7085C6	Pace plc.
8086F2	Intel Corporate
00E0A2	MICROSLATE INC.
0002E4	JC HYUN Systems, Inc.
001A9E	ICON Digital International Limited
0080C3	BICC INFORMATION SYSTEMS & SVC
34BA9A	Asiatelco Technologies Co.
5CB395	HUAWEI TECHNOLOGIES CO.,LTD
0021A9	Mobilink Telecom Co.,Ltd
0022EA	Rustelcom Inc.
7054F5	HUAWEI TECHNOLOGIES CO.,LTD
B0C83F	Jiangsu Cynray IOT Co., Ltd.
000C65	Sunin Telecom
5856E8	ARRIS Group, Inc.
883B8B	Cheering Connection Co. Ltd.
E8447E	Bitdefender SRL
FCF152	Sony Corporation
C08ADE	Ruckus Wireless
0011B3	YOSHIMIYA CO.,LTD.
38C85C	Cisco SPVTG
000FD7	Harman Music Group
0021FC	Nokia Danmark A/S
001E2C	CyVerse Corporation
001223	Pixim
4C32D9	M Rutty Holdings Pty. Ltd.
000A78	OLITEC
001F66	PLANAR LLC
00242F	Micron
005028	AVAL COMMUNICATIONS
0021F5	Western Engravers Supply, Inc.
00803B	APT COMMUNICATIONS, INC.
000FC4	NST co.,LTD.
EC542E	Shanghai XiMei Electronic Technology Co. Ltd
003077	ONPREM NETWORKS
000339	Eurologic Systems, Ltd.
9835B8	Assembled Products Corporation
3CC12C	AES Corporation
00A0CB	ARK TELECOMMUNICATIONS, INC.
0060E8	HITACHI COMPUTER PRODUCTS (AMERICA), INC.
BCC61A	SPECTRA EMBEDDED SYSTEMS
002116	Transcon Electronic Systems, spol. s r. o.
